State,ICD.Chapter,Year,Deaths,Population,Crude.Rate,GDP,gdp_per_cap,Division,Region,national_crude_rate,ICD.Labels
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2002,3617,16689370,21.7,5.5301E+11,33135.48,South Atlantic,South,10.42154885,Non-classified natural cuases
FL,"Endocrine, nutritional and metabolic diseases",2006,6992,18166990,38.5,7.50524E+11,41312.5,South Atlantic,South,33.2475465,Endocrine & nutritional diseases
FL,"Endocrine, nutritional and metabolic diseases",2007,7054,18367842,38.4,7.82713E+11,42613.2,South Atlantic,South,32.87441596,Endocrine & nutritional diseases
FL,Neoplasms,2008,41870,18527305,226,7.63342E+11,41200.89,South Atlantic,South,190.7104595,Neoplasms
FL,Neoplasms,2009,42091,18652644,225.7,7.35E+11,39427.17,South Atlantic,South,189.7936884,Neoplasms
FL,"Pregnancy, childbirth and the puerperium",1999,35,15759421,0.2,4.58059E+11,29065.72,South Atlantic,South,0.170751897,Pregnancy complications
FL,Diseases of the musculoskeletal system and connective tissue,1999,786,15759421,5,4.58059E+11,29065.72,South Atlantic,South,4.783182327,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2000,835,15982378,5.2,4.9043E+11,30685.66,South Atlantic,South,4.890877258,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2001,790,16356966,4.8,5.19059E+11,31733.18,South Atlantic,South,4.932818033,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2002,808,16689370,4.8,5.5301E+11,33135.48,South Atlantic,South,5.006515545,Musculoskeletal system diseases
FL,Diseases of the genitourinary system,2002,3010,16689370,18,5.5301E+11,33135.48,South Atlantic,South,20.2812554,Genitourinary diseases
FL,Diseases of the musculoskeletal system and connective tissue,2006,901,18166990,5,7.50524E+11,41312.5,South Atlantic,South,4.668544845,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2007,850,18367842,4.6,7.82713E+11,42613.2,South Atlantic,South,4.620039251,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2008,757,18527305,4.1,7.63342E+11,41200.89,South Atlantic,South,4.561419019,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2009,806,18652644,4.3,7.35E+11,39427.17,South Atlantic,South,4.344927329,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2010,748,18801310,4,7.46929E+11,39727.49,South Atlantic,South,4.315204063,Musculoskeletal system diseases
FL,External causes of morbidity and mortality,2004,11958,17415318,68.7,6.46631E+11,37129.99,South Atlantic,South,58.08194085,Non-natural causes
FL,External causes of morbidity and mortality,2005,12520,17842038,70.2,7.05852E+11,39561.17,South Atlantic,South,59.69410876,Non-natural causes
FL,External causes of morbidity and mortality,2006,12870,18166990,70.8,7.50524E+11,41312.5,South Atlantic,South,60.85731401,Non-natural causes
FL,External causes of morbidity and mortality,2007,13300,18367842,72.4,7.82713E+11,42613.2,South Atlantic,South,61.43984942,Non-natural causes
FL,Diseases of the genitourinary system,2010,4038,18801310,21.5,7.46929E+11,39727.49,South Atlantic,South,21.27188636,Genitourinary diseases
FL,Diseases of the circulatory system,2002,64116,16689370,384.2,5.5301E+11,33135.48,South Atlantic,South,321.0216012,Circulatory system diseases
FL,Certain conditions originating in the perinatal period,2004,783,17415318,4.5,6.46631E+11,37129.99,South Atlantic,South,4.854078836,Perinatal conditions
FL,Certain conditions originating in the perinatal period,2005,818,17842038,4.6,7.05852E+11,39561.17,South Atlantic,South,4.923242907,Perinatal conditions
FL,Diseases of the nervous system,2002,7107,16689370,42.6,5.5301E+11,33135.48,South Atlantic,South,35.83274432,Nervous system diseases
FL,Certain infectious and parasitic diseases,2007,4864,18367842,26.5,7.82713E+11,42613.2,South Atlantic,South,22.1922558,Infectious & parasitic diseases
FL,Certain infectious and parasitic diseases,2008,4853,18527305,26.2,7.63342E+11,41200.89,South Atlantic,South,22.50357049,Infectious & parasitic diseases
FL,Neoplasms,2005,41595,17842038,233.1,7.05852E+11,39561.17,South Atlantic,South,193.9051823,Neoplasms
FL,Neoplasms,2006,41529,18166990,228.6,7.50524E+11,41312.5,South Atlantic,South,192.3755511,Neoplasms
FL,Neoplasms,2007,41105,18367842,223.8,7.82713E+11,42613.2,South Atlantic,South,191.5734448,Neoplasms
FL,Certain conditions originating in the perinatal period,1999,764,15759421,4.8,4.58059E+11,29065.72,South Atlantic,South,5.110016992,Perinatal conditions
FL,Certain conditions originating in the perinatal period,2000,711,15982378,4.4,4.9043E+11,30685.66,South Atlantic,South,4.99925546,Perinatal conditions
FL,Certain conditions originating in the perinatal period,2001,793,16356966,4.8,5.19059E+11,31733.18,South Atlantic,South,4.873162412,Perinatal conditions
FL,Diseases of the circulatory system,2001,65387,16356966,399.8,5.19059E+11,31733.18,South Atlantic,South,325.2982417,Circulatory system diseases
FL,External causes of morbidity and mortality,2003,11465,17004085,67.4,5.90483E+11,34725.96,South Atlantic,South,57.51549028,Non-natural causes
FL,Diseases of the circulatory system,2003,62625,17004085,368.3,5.90483E+11,34725.96,South Atlantic,South,312.7043065,Circulatory system diseases
FL,Diseases of the circulatory system,2004,61307,17415318,352,6.46631E+11,37129.99,South Atlantic,South,295.712887,Circulatory system diseases
FL,Diseases of the circulatory system,2005,60263,17842038,337.8,7.05852E+11,39561.17,South Atlantic,South,291.301065,Circulatory system diseases
FL,Mental and behavioural disorders,2010,8837,18801310,47,7.46929E+11,39727.49,South Atlantic,South,39.13287323,Mental health
FL,Diseases of the nervous system,2004,7632,17415318,43.8,6.46631E+11,37129.99,South Atlantic,South,38.16563456,Nervous system diseases
FL,Diseases of the nervous system,2005,8297,17842038,46.5,7.05852E+11,39561.17,South Atlantic,South,40.84812847,Nervous system diseases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2003,3821,17004085,22.5,5.90483E+11,34725.96,South Atlantic,South,10.83872463,Non-classified natural cuases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2004,4030,17415318,23.1,6.46631E+11,37129.99,South Atlantic,South,10.28874826,Non-classified natural cuases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2005,3491,17842038,19.6,7.05852E+11,39561.17,South Atlantic,South,10.82815656,Non-classified natural cuases
FL,Diseases of the circulatory system,1999,66257,15759421,420.4,4.58059E+11,29065.72,South Atlantic,South,342.0077499,Circulatory system diseases
FL,Diseases of the circulatory system,2000,65368,15982378,409,4.9043E+11,30685.66,South Atlantic,South,334.5603096,Circulatory system diseases
FL,Diseases of the genitourinary system,2009,3792,18652644,20.3,7.35E+11,39427.17,South Atlantic,South,20.71183079,Genitourinary diseases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2006,3664,18166990,20.2,7.50524E+11,41312.5,South Atlantic,South,10.63241818,Non-classified natural cuases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2007,4054,18367842,22.1,7.82713E+11,42613.2,South Atlantic,South,11.12102572,Non-classified natural cuases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2008,4209,18527305,22.7,7.63342E+11,41200.89,South Atlantic,South,12.66779493,Non-classified natural cuases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2009,4147,18652644,22.2,7.35E+11,39427.17,South Atlantic,South,12.98327786,Non-classified natural cuases
FL,Diseases of the circulatory system,2006,57533,18166990,316.7,7.50524E+11,41312.5,South Atlantic,South,277.4117716,Circulatory system diseases
FL,Diseases of the circulatory system,2007,55198,18367842,300.5,7.82713E+11,42613.2,South Atlantic,South,268.9817593,Circulatory system diseases
FL,Diseases of the circulatory system,2008,54610,18527305,294.8,7.63342E+11,41200.89,South Atlantic,South,265.8799879,Circulatory system diseases
FL,Diseases of the circulatory system,2009,53700,18652644,287.9,7.35E+11,39427.17,South Atlantic,South,255.8066593,Circulatory system diseases
FL,Diseases of the circulatory system,2010,54232,18801310,288.4,7.46929E+11,39727.49,South Atlantic,South,254.0778419,Circulatory system diseases
FL,Diseases of the skin and subcutaneous tissue,2010,186,18801310,1,7.46929E+11,39727.49,South Atlantic,South,1.303384098,Skin diseases
FL,Diseases of the digestive system,1999,5308,15759421,33.7,4.58059E+11,29065.72,South Atlantic,South,29.70038349,Digestive system diseases
FL,Diseases of the digestive system,2000,5361,15982378,33.5,4.9043E+11,30685.66,South Atlantic,South,29.85375275,Digestive system diseases
FL,"Congenital malformations, deformations and chromosomal abnormalities",2010,524,18801310,2.8,7.46929E+11,39727.49,South Atlantic,South,3.133000743,Congenital malformalities
FL,External causes of morbidity and mortality,2002,11055,16689370,66.2,5.5301E+11,33135.48,South Atlantic,South,57.05724116,Non-natural causes
FL,Diseases of the nervous system,2009,9313,18652644,49.9,7.35E+11,39427.17,South Atlantic,South,43.73547977,Nervous system diseases
FL,Diseases of the skin and subcutaneous tissue,1999,204,15759421,1.3,4.58059E+11,29065.72,South Atlantic,South,1.3380357,Skin diseases
FL,Diseases of the skin and subcutaneous tissue,2000,215,15982378,1.3,4.9043E+11,30685.66,South Atlantic,South,1.340926806,Skin diseases
FL,Certain conditions originating in the perinatal period,2006,869,18166990,4.8,7.50524E+11,41312.5,South Atlantic,South,4.840138166,Perinatal conditions
FL,Certain conditions originating in the perinatal period,2007,803,18367842,4.4,7.82713E+11,42613.2,South Atlantic,South,4.846443416,Perinatal conditions
FL,Certain conditions originating in the perinatal period,2008,855,18527305,4.6,7.63342E+11,41200.89,South Atlantic,South,4.581807454,Perinatal conditions
FL,Certain conditions originating in the perinatal period,2009,769,18652644,4.1,7.35E+11,39427.17,South Atlantic,South,4.275494549,Perinatal conditions
FL,Diseases of the digestive system,2009,5786,18652644,31,7.35E+11,39427.17,South Atlantic,South,29.14709859,Digestive system diseases
FL,Diseases of the digestive system,2010,6038,18801310,32.1,7.46929E+11,39727.49,South Atlantic,South,29.57581204,Digestive system diseases
FL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2009,658,18652644,3.5,7.35E+11,39427.17,South Atlantic,South,3.143707642,Blood diseases
FL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2010,639,18801310,3.4,7.46929E+11,39727.49,South Atlantic,South,3.165713767,Blood diseases
FL,Diseases of the genitourinary system,2008,3685,18527305,19.9,7.63342E+11,41200.89,South Atlantic,South,20.76003047,Genitourinary diseases
FL,Diseases of the nervous system,2008,9222,18527305,49.8,7.63342E+11,41200.89,South Atlantic,South,44.92262763,Nervous system diseases
FL,Diseases of the respiratory system,1999,15190,15759421,96.4,4.58059E+11,29065.72,South Atlantic,South,82.37631222,Respiratory system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2003,811,17004085,4.8,5.90483E+11,34725.96,South Atlantic,South,4.994348086,Musculoskeletal system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2004,882,17415318,5.1,6.46631E+11,37129.99,South Atlantic,South,4.878327031,Musculoskeletal system diseases
FL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2010,5057,18801310,26.9,7.46929E+11,39727.49,South Atlantic,South,12.42447105,Non-classified natural cuases
FL,"Congenital malformations, deformations and chromosomal abnormalities",2007,624,18367842,3.4,7.82713E+11,42613.2,South Atlantic,South,3.459468925,Congenital malformalities
FL,"Congenital malformations, deformations and chromosomal abnormalities",2008,588,18527305,3.2,7.63342E+11,41200.89,South Atlantic,South,3.383164795,Congenital malformalities
FL,"Congenital malformations, deformations and chromosomal abnormalities",2009,619,18652644,3.3,7.35E+11,39427.17,South Atlantic,South,3.221615784,Congenital malformalities
FL,Certain conditions originating in the perinatal period,2010,731,18801310,3.9,7.46929E+11,39727.49,South Atlantic,South,3.928153935,Perinatal conditions
FL,External causes of morbidity and mortality,2001,10532,16356966,64.4,5.19059E+11,31733.18,South Atlantic,South,55.15442901,Non-natural causes
FL,"Pregnancy, childbirth and the puerperium",2001,21,16356966,0.1,5.19059E+11,31733.18,South Atlantic,South,0.182810118,Pregnancy complications
FL,Diseases of the skin and subcutaneous tissue,2002,184,16689370,1.1,5.5301E+11,33135.48,South Atlantic,South,1.373632013,Skin diseases
FL,Diseases of the nervous system,2007,8795,18367842,47.9,7.82713E+11,42613.2,South Atlantic,South,42.15931054,Nervous system diseases
FL,Diseases of the skin and subcutaneous tissue,2001,196,16356966,1.2,5.19059E+11,31733.18,South Atlantic,South,1.32313522,Skin diseases
FL,External causes of morbidity and mortality,1999,9207,15759421,58.4,4.58059E+11,29065.72,South Atlantic,South,54.1531354,Non-natural causes
FL,Diseases of the genitourinary system,2006,3494,18166990,19.2,7.50524E+11,41312.5,South Atlantic,South,21.30874011,Genitourinary diseases
FL,Diseases of the nervous system,2003,7697,17004085,45.3,5.90483E+11,34725.96,South Atlantic,South,37.79283071,Nervous system diseases
FL,Diseases of the musculoskeletal system and connective tissue,2005,801,17842038,4.5,7.05852E+11,39561.17,South Atlantic,South,4.878913756,Musculoskeletal system diseases
FL,External causes of morbidity and mortality,2000,9535,15982378,59.7,4.9043E+11,30685.66,South Atlantic,South,53.75132382,Non-natural causes
FL,Certain infectious and parasitic diseases,2009,4844,18652644,26,7.35E+11,39427.17,South Atlantic,South,22.67420325,Infectious & parasitic diseases
FL,Diseases of the genitourinary system,2007,3798,18367842,20.7,7.82713E+11,42613.2,South Atlantic,South,21.49279308,Genitourinary diseases
FL,Diseases of the skin and subcutaneous tissue,2009,194,18652644,1,7.35E+11,39427.17,South Atlantic,South,1.310835377,Skin diseases
FL,Diseases of the nervous system,2010,9776,18801310,52,7.46929E+11,39727.49,South Atlantic,South,45.70300867,Nervous system diseases
FL,Diseases of the skin and subcutaneous tissue,2003,212,17004085,1.2,5.90483E+11,34725.96,South Atlantic,South,1.431331321,Skin diseases
FL,Certain infectious and parasitic diseases,2010,4556,18801310,24.2,7.46929E+11,39727.49,South Atlantic,South,21.88954711,Infectious & parasitic diseases
FL,Diseases of the respiratory system,2000,14801,15982378,92.6,4.9043E+11,30685.66,South Atlantic,South,82.11123408,Respiratory system diseases
FL,Diseases of the respiratory system,2001,15173,16356966,92.8,5.19059E+11,31733.18,South Atlantic,South,80.71370441,Respiratory system diseases
FL,Diseases of the skin and subcutaneous tissue,2008,216,18527305,1.2,7.63342E+11,41200.89,South Atlantic,South,1.313586322,Skin diseases
FL,Diseases of the respiratory system,2002,15082,16689370,90.4,5.5301E+11,33135.48,South Atlantic,South,81.57456499,Respiratory system diseases
FL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2008,633,18527305,3.4,7.63342E+11,41200.89,South Atlantic,South,3.24669382,Blood diseases
FL,Diseases of the nervous system,2006,8621,18166990,47.5,7.50524E+11,41312.5,South Atlantic,South,41.2108842,Nervous system diseases
FL,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2007,680,18367842,3.7,7.82713E+11,42613.2,South Atlantic,South,3.235056586,Blood diseases
FL,Diseases of the skin and subcutaneous tissue,2007,225,18367842,1.2,7.82713E+11,42613.2,South Atlantic,South,1.293402425,Skin diseases
FL,Diseases of the skin and subcutaneous tissue,2005,216,17842038,1.2,7.05852E+11,39561.17,South Atlantic,South,1.437656435,Skin diseases
FL,Diseases of the skin and subcutaneous tissue,2004,215,17415318,1.2,6.46631E+11,37129.99,South Atlantic,South,1.436232742,Skin diseases
FL,Diseases of the skin and subcutaneous tissue,2006,182,18166990,1,7.50524E+11,41312.5,South Atlantic,South,1.299970169,Skin diseases
GA,"Pregnancy, childbirth and the puerperium",2006,27,9155813,0.3,4.06016E+11,44345.12,South Atlantic,South,0.303222095,Pregnancy complications
GA,Diseases of the circulatory system,2005,22493,8925922,252,3.89538E+11,43641.17,South Atlantic,South,291.301065,Circulatory system diseases
GA,Diseases of the circulatory system,2006,22175,9155813,242.2,4.06016E+11,44345.12,South Atlantic,South,277.4117716,Circulatory system diseases
GA,"Pregnancy, childbirth and the puerperium",2005,32,8925922,0.4,3.89538E+11,43641.17,South Atlantic,South,0.286667086,Pregnancy complications
GA,External causes of morbidity and mortality,2010,5685,9687653,58.7,4.18091E+11,43157.13,South Atlantic,South,59.36960294,Non-natural causes
GA,Neoplasms,2001,14197,8377038,169.5,3.17476E+11,37898.3,South Atlantic,South,199.1248485,Neoplasms
GA,Diseases of the circulatory system,2004,22528,8769252,256.9,3.65E+11,41597.85,South Atlantic,South,295.712887,Circulatory system diseases
GA,Diseases of the circulatory system,2008,21248,9504843,223.5,4.16378E+11,43806.89,South Atlantic,South,265.8799879,Circulatory system diseases
GA,"Pregnancy, childbirth and the puerperium",2007,22,9349988,0.2,4.19606E+11,44877.74,South Atlantic,South,0.288557008,Pregnancy complications
GA,"Pregnancy, childbirth and the puerperium",2004,17,8769252,0.2,3.65E+11,41597.85,South Atlantic,South,0.323493397,Pregnancy complications
GA,"Endocrine, nutritional and metabolic diseases",1999,2092,8045965,26,2.89188E+11,35941.98,South Atlantic,South,33.28266345,Endocrine & nutritional diseases
GA,"Pregnancy, childbirth and the puerperium",2003,39,8622793,0.5,3.42576E+11,39729.15,South Atlantic,South,0.224746158,Pregnancy complications
GA,"Pregnancy, childbirth and the puerperium",2002,25,8508256,0.3,3.27051E+11,38439.29,South Atlantic,South,0.150533505,Pregnancy complications
GA,"Endocrine, nutritional and metabolic diseases",2001,2160,8377038,25.8,3.17476E+11,37898.3,South Atlantic,South,33.97563078,Endocrine & nutritional diseases
GA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2010,2284,9687653,23.6,4.18091E+11,43157.13,South Atlantic,South,12.42447105,Non-classified natural cuases
GA,Diseases of the circulatory system,2007,21779,9349988,232.9,4.19606E+11,44877.74,South Atlantic,South,268.9817593,Circulatory system diseases
GA,Diseases of the musculoskeletal system and connective tissue,2006,357,9155813,3.9,4.06016E+11,44345.12,South Atlantic,South,4.668544845,Musculoskeletal system diseases
GA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2009,2260,9620846,23.5,4.09591E+11,42573.26,South Atlantic,South,12.98327786,Non-classified natural cuases
GA,"Pregnancy, childbirth and the puerperium",2008,23,9504843,0.2,4.16378E+11,43806.89,South Atlantic,South,0.294530301,Pregnancy complications
GA,Diseases of the respiratory system,2010,7136,9687653,73.7,4.18091E+11,43157.13,South Atlantic,South,76.9024879,Respiratory system diseases
GA,"Endocrine, nutritional and metabolic diseases",2000,2176,8186453,26.6,3.06E+11,37326.54,South Atlantic,South,33.52439806,Endocrine & nutritional diseases
GA,Diseases of the musculoskeletal system and connective tissue,2007,346,9349988,3.7,4.19606E+11,44877.74,South Atlantic,South,4.620039251,Musculoskeletal system diseases
GA,Certain infectious and parasitic diseases,2003,2420,8622793,28.1,3.42576E+11,39729.15,South Atlantic,South,22.28860112,Infectious & parasitic diseases
GA,Certain infectious and parasitic diseases,2004,2458,8769252,28,3.65E+11,41597.85,South Atlantic,South,22.06858976,Infectious & parasitic diseases
GA,Diseases of the genitourinary system,2001,1845,8377038,22,3.17476E+11,37898.3,South Atlantic,South,20.01130263,Genitourinary diseases
GA,Certain infectious and parasitic diseases,2002,2386,8508256,28,3.27051E+11,38439.29,South Atlantic,South,22.24457438,Infectious & parasitic diseases
GA,"Endocrine, nutritional and metabolic diseases",2002,2302,8508256,27.1,3.27051E+11,38439.29,South Atlantic,South,34.57902938,Endocrine & nutritional diseases
GA,Diseases of the musculoskeletal system and connective tissue,2008,282,9504843,3,4.16378E+11,43806.89,South Atlantic,South,4.561419019,Musculoskeletal system diseases
GA,Diseases of the musculoskeletal system and connective tissue,2009,351,9620846,3.6,4.09591E+11,42573.26,South Atlantic,South,4.344927329,Musculoskeletal system diseases
GA,Neoplasms,2002,14313,8508256,168.2,3.27051E+11,38439.29,South Atlantic,South,198.3727482,Neoplasms
GA,Diseases of the circulatory system,2002,23616,8508256,277.6,3.27051E+11,38439.29,South Atlantic,South,321.0216012,Circulatory system diseases
GA,Diseases of the circulatory system,2003,23449,8622793,271.9,3.42576E+11,39729.15,South Atlantic,South,312.7043065,Circulatory system diseases
GA,Diseases of the respiratory system,2009,6950,9620846,72.2,4.09591E+11,42573.26,South Atlantic,South,77.78948743,Respiratory system diseases
GA,External causes of morbidity and mortality,2009,5805,9620846,60.3,4.09591E+11,42573.26,South Atlantic,South,58.60061414,Non-natural causes
GA,Diseases of the respiratory system,1999,6163,8045965,76.6,2.89188E+11,35941.98,South Atlantic,South,82.37631222,Respiratory system diseases
GA,Diseases of the respiratory system,2000,6300,8186453,77,3.06E+11,37326.54,South Atlantic,South,82.11123408,Respiratory system diseases
GA,"Pregnancy, childbirth and the puerperium",2000,21,8186453,0.3,3.06E+11,37326.54,South Atlantic,South,0.164806115,Pregnancy complications
GA,Certain infectious and parasitic diseases,2005,2426,8925922,27.2,3.89538E+11,43641.17,South Atlantic,South,22.5053348,Infectious & parasitic diseases
GA,Mental and behavioural disorders,2000,1309,8186453,16,3.06E+11,37326.54,South Atlantic,South,16.35089487,Mental health
GA,Mental and behavioural disorders,2001,1418,8377038,16.9,3.17476E+11,37898.3,South Atlantic,South,17.83036331,Mental health
GA,Diseases of the respiratory system,2001,6006,8377038,71.7,3.17476E+11,37898.3,South Atlantic,South,80.71370441,Respiratory system diseases
GA,Mental and behavioural disorders,1999,1155,8045965,14.4,2.89188E+11,35941.98,South Atlantic,South,15.09746797,Mental health
GA,Certain infectious and parasitic diseases,2001,2354,8377038,28.1,3.17476E+11,37898.3,South Atlantic,South,21.17283267,Infectious & parasitic diseases
GA,Diseases of the digestive system,2000,2077,8186453,25.4,3.06E+11,37326.54,South Atlantic,South,29.85375275,Digestive system diseases
GA,Diseases of the digestive system,2001,2335,8377038,27.9,3.17476E+11,37898.3,South Atlantic,South,30.12012308,Digestive system diseases
GA,Diseases of the respiratory system,2008,6703,9504843,70.5,4.16378E+11,43806.89,South Atlantic,South,80.59975777,Respiratory system diseases
GA,"Pregnancy, childbirth and the puerperium",2001,40,8377038,0.5,3.17476E+11,37898.3,South Atlantic,South,0.182810118,Pregnancy complications
GA,Diseases of the digestive system,2004,2359,8769252,26.9,3.65E+11,41597.85,South Atlantic,South,29.4861468,Digestive system diseases
GA,Diseases of the digestive system,2005,2415,8925922,27.1,3.89538E+11,43641.17,South Atlantic,South,29.57228132,Digestive system diseases
GA,Diseases of the digestive system,2002,2394,8508256,28.1,3.27051E+11,38439.29,South Atlantic,South,30.14687243,Digestive system diseases
GA,Diseases of the respiratory system,2002,6375,8508256,74.9,3.27051E+11,38439.29,South Atlantic,South,81.57456499,Respiratory system diseases
GA,Diseases of the circulatory system,2009,21582,9620846,224.3,4.09591E+11,42573.26,South Atlantic,South,255.8066593,Circulatory system diseases
GA,Diseases of the circulatory system,2010,21607,9687653,223,4.18091E+11,43157.13,South Atlantic,South,254.0778419,Circulatory system diseases
GA,Diseases of the digestive system,2006,2433,9155813,26.6,4.06016E+11,44345.12,South Atlantic,South,29.36089076,Digestive system diseases
GA,Certain conditions originating in the perinatal period,1999,549,8045965,6.8,2.89188E+11,35941.98,South Atlantic,South,5.110016992,Perinatal conditions
GA,Diseases of the respiratory system,2007,6359,9349988,68,4.19606E+11,44877.74,South Atlantic,South,75.45931322,Respiratory system diseases
GA,Certain conditions originating in the perinatal period,2001,591,8377038,7.1,3.17476E+11,37898.3,South Atlantic,South,4.873162412,Perinatal conditions
GA,Certain conditions originating in the perinatal period,2002,618,8508256,7.3,3.27051E+11,38439.29,South Atlantic,South,4.955755041,Perinatal conditions
GA,"Congenital malformations, deformations and chromosomal abnormalities",1999,305,8045965,3.8,2.89188E+11,35941.98,South Atlantic,South,3.724553377,Congenital malformalities
GA,Diseases of the digestive system,2003,2444,8622793,28.3,3.42576E+11,39729.15,South Atlantic,South,30.25218893,Digestive system diseases
GA,"Congenital malformations, deformations and chromosomal abnormalities",2001,357,8377038,4.3,3.17476E+11,37898.3,South Atlantic,South,3.664258796,Congenital malformalities
GA,"Congenital malformations, deformations and chromosomal abnormalities",2002,330,8508256,3.9,3.27051E+11,38439.29,South Atlantic,South,3.715599419,Congenital malformalities
GA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1999,881,8045965,10.9,2.89188E+11,35941.98,South Atlantic,South,9.558480484,Non-classified natural cuases
GA,Diseases of the digestive system,2007,2554,9349988,27.3,4.19606E+11,44877.74,South Atlantic,South,29.59553922,Digestive system diseases
GA,Diseases of the digestive system,2008,2401,9504843,25.3,4.16378E+11,43806.89,South Atlantic,South,29.9568588,Digestive system diseases
GA,Diseases of the digestive system,2009,2382,9620846,24.8,4.09591E+11,42573.26,South Atlantic,South,29.14709859,Digestive system diseases
GA,Diseases of the digestive system,2010,2457,9687653,25.4,4.18091E+11,43157.13,South Atlantic,South,29.57581204,Digestive system diseases
GA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2003,1182,8622793,13.7,3.42576E+11,39729.15,South Atlantic,South,10.83872463,Non-classified natural cuases
GA,Certain conditions originating in the perinatal period,2000,600,8186453,7.3,3.06E+11,37326.54,South Atlantic,South,4.99925546,Perinatal conditions
GA,Diseases of the circulatory system,2000,23983,8186453,293,3.06E+11,37326.54,South Atlantic,South,334.5603096,Circulatory system diseases
GA,Diseases of the circulatory system,2001,23632,8377038,282.1,3.17476E+11,37898.3,South Atlantic,South,325.2982417,Circulatory system diseases
GA,"Pregnancy, childbirth and the puerperium",1999,26,8045965,0.3,2.89188E+11,35941.98,South Atlantic,South,0.170751897,Pregnancy complications
GA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2008,4194,9504843,44.1,4.16378E+11,43806.89,South Atlantic,South,12.66779493,Non-classified natural cuases
GA,Diseases of the genitourinary system,1999,1623,8045965,20.2,2.89188E+11,35941.98,South Atlantic,South,19.03919439,Genitourinary diseases
GA,Diseases of the genitourinary system,2000,1750,8186453,21.4,3.06E+11,37326.54,South Atlantic,South,19.3872612,Genitourinary diseases
GA,Diseases of the musculoskeletal system and connective tissue,2002,367,8508256,4.3,3.27051E+11,38439.29,South Atlantic,South,5.006515545,Musculoskeletal system diseases
GA,Diseases of the genitourinary system,2002,1865,8508256,21.9,3.27051E+11,38439.29,South Atlantic,South,20.2812554,Genitourinary diseases
GA,Diseases of the genitourinary system,2003,1939,8622793,22.5,3.42576E+11,39729.15,South Atlantic,South,20.70987835,Genitourinary diseases
GA,Diseases of the genitourinary system,2004,1936,8769252,22.1,3.65E+11,41597.85,South Atlantic,South,20.60276928,Genitourinary diseases
GA,Diseases of the genitourinary system,2005,2008,8925922,22.5,3.89538E+11,43641.17,South Atlantic,South,21.2417848,Genitourinary diseases
GA,"Pregnancy, childbirth and the puerperium",2009,36,9620846,0.4,4.09591E+11,42573.26,South Atlantic,South,0.348327786,Pregnancy complications
GA,"Pregnancy, childbirth and the puerperium",2010,38,9687653,0.4,4.18091E+11,43157.13,South Atlantic,South,0.304731916,Pregnancy complications
GA,Certain infectious and parasitic diseases,1999,2264,8045965,28.1,2.89188E+11,35941.98,South Atlantic,South,21.49654669,Infectious & parasitic diseases
GA,Certain infectious and parasitic diseases,2000,2238,8186453,27.3,3.06E+11,37326.54,South Atlantic,South,20.96745091,Infectious & parasitic diseases
GA,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1999,267,8045965,3.3,2.89188E+11,35941.98,South Atlantic,South,3.254489643,Blood diseases
GA,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2000,284,8186453,3.5,3.06E+11,37326.54,South Atlantic,South,3.315586411,Blood diseases
GA,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2001,264,8377038,3.2,3.17476E+11,37898.3,South Atlantic,South,3.345978512,Blood diseases
